2
3,6
1,2,3
4,5,6
7,8,9
10,11,12
13,14,15
16,17,0
MAP_Tilemap
20,20
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2
2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,2,2,0,2,2,0,2,2,2,2,2,2,0,0,0,2
2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2
2,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
MAP_Tilemap
